_dataobs_,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49,Attr50,Attr51,Attr52,Attr53,Attr54,Attr55,Attr56,Attr57,Attr58,Attr59,Attr60,Attr61,Attr62,Attr63,Attr64,class,F_class,_WARN_,Q_class0,Q_class1,R_class0,R_class1,U_class,b_class,EM_SEGMENT,EM_EVENTPROBABILITY,EM_PROBABILITY,EM_CLASSIFICATION,EM_CLASSTARGET
3000,-0.21319,0.00435,0.31653,-0.10638,0.00711,-0.02584,0.75546,0.00561,-0.68878,-0.25623,-0.01297,-0.03175,-0.22718,-0.56895,-0.27821,-0.0334,-0.0197,-0.00054,-0.01556,-0.71404,-0.01596,-0.02737,0.08066,-0.55476,-0.01012,-0.01368,-0.29402,-0.02119,-0.0217,-0.02176,-0.0809,0.83621,-0.81404,0.46268,-0.03336,-0.02389,-0.03845,-0.12774,-0.00654,-0.02857,-0.01459,-0.01531,0.00343,-0.17239,-0.01824,-0.63151,-0.01064,-0.004,0.38574,-0.02113,-0.00231,-0.01236,-0.07832,0.00876,-0.01037,-0.00883,-0.02115,-0.04329,-0.0497,-0.01426,-0.14943,-0.0128,0,0,,0.9923162722,0.0076837278,0.0202100725,-0.020210073,0,3,3,0.0202100725,0.9797899275,0,0
3002,-0.04241,-0.03473,-0.11138,-0.14339,0.00745,-0.00789,-0.35219,0.04372,-0.12877,-0.10503,-0.0107,0.00443,-0.00803,-0.19718,-0.07123,0.00222,0.02496,-0.03104,-0.01339,-0.18805,0.01673,-0.03021,0.21449,-0.24592,-0.00997,-0.01882,0.96173,-0.01767,0.02108,-0.01115,-0.42103,-0.64056,-0.20901,-0.57143,-0.02568,-0.01083,0.00949,-0.09815,-0.00739,0.00776,-0.00603,-0.00138,0.00429,-0.07752,-0.02771,-0.10626,0.01563,-0.04976,0.10495,-0.0105,-0.01278,-0.0181,0.04335,0.00984,0.00577,-0.00999,-0.02304,-0.03949,-0.28583,-0.00754,-0.42024,-0.03977,0,0,,0.9996638966,0.0003361034,0.0005217891,-0.000521789,0,16,16,0.0005217891,0.9994782109,0,0
3005,-0.1092,0.12028,-0.31503,-0.17755,0.00636,-0.01938,0.05347,-0.14124,-0.34123,-0.18203,-0.0127,-0.01401,0.32683,-0.52177,-0.56746,-0.01593,-0.00647,0.04591,-0.01363,-0.35712,-0.00235,-0.0477,-0.30782,-0.50266,-0.00997,-0.01914,1.04766,-0.00968,-0.01223,-0.00925,-0.44918,-0.09335,-0.39851,-0.20803,-0.03436,-0.0847,-0.01438,-0.14572,-0.00705,-0.01066,-0.00345,-0.01101,0.00374,-0.21846,-0.00055,-0.15217,0.01287,-0.37496,1.12735,-0.00859,-0.03525,-0.01866,-0.02807,0.00923,-0.00813,-0.00917,0.01279,-0.04536,-0.18207,-0.00548,-0.45988,-0.02421,0,0,,0.9959764427,0.0040235573,0.0254869356,-0.025486936,0,3,3,0.0254869356,0.9745130644,0,0
3011,0.09215,-0.00269,0.85515,-0.05884,0.01008,-0.01605,0.68993,0.01453,0.94021,-0.01838,-0.01082,0.03121,-0.0146,0.00454,-0.24791,0.02859,0.0351,-0.02388,-0.01589,0.96144,0.03009,0.08454,0.13355,-0.05159,-0.00988,0.00607,-0.35441,-0.02217,0.03286,-0.01866,-0.22456,0.64293,1.15889,0.40007,-0.02136,-0.03218,0.07232,-0.08652,-0.00744,0.05233,-0.01098,-0.00775,0.00461,-0.03194,-0.0237,0.85133,0.07014,0.28168,0.50332,-0.01827,0.05512,0.00767,-0.05425,0.01089,0.01899,-0.01013,-0.02299,-0.0408,-0.232,-0.0135,-0.20095,0.03136,0,0,,0.9989548156,0.0010451844,0.0025637326,-0.002563733,0,9,9,0.0025637326,0.9974362674,0,0
3014,-0.0777,-0.06719,0.63052,0.08166,0.00737,-0.02432,-0.37894,0.07796,-0.36502,-0.15698,-0.0123,-0.00831,0.01263,-0.38126,0.21706,-0.01032,0.00096,0.00121,-0.01607,-0.16762,0.00479,-0.05785,0.29955,-0.35368,-0.00997,-0.01484,0.24401,-0.02244,-0.00436,-0.02483,0.19418,-0.62584,-0.18648,-0.23016,-0.03413,0.0452,0.00386,0.04721,-0.00739,0.00336,-0.01616,-0.01725,0.00384,-0.03578,-0.01628,-0.01208,0.02439,0.21001,-0.72276,-0.02421,-0.00872,-0.01441,0.02817,0.00945,0.00278,-0.00961,-0.02035,-0.04342,0.07652,-0.01684,0.13197,-0.03595,0,0,,0.999794733,0.000205267,0.000402032,-0.000402032,0,18,18,0.000402032,0.999597968,0,0
3041,-0.04935,0.01971,0.63401,0.10242,0.00883,-0.01059,-0.39779,-0.01768,-0.24096,-0.09123,-0.01027,-0.00162,0.00704,-0.35436,-0.33654,-0.00373,0.02268,-0.01835,-0.01559,-0.39817,0.02144,-0.0389,0.06196,-0.34234,-0.00999,-0.01499,1.70293,-0.00838,0.01866,-0.01722,-0.28426,-0.67411,-0.44067,-0.8906,-0.03445,0.05998,-0.01731,0.15752,-0.00726,-0.01315,-0.00265,0.00015,0.0043,0.19203,-0.02391,-0.26866,-0.01592,-0.34499,-0.78012,-0.01658,-0.02276,-0.0138,1.38959,0.00917,0.00633,-0.00933,-0.00673,-0.04158,-0.29434,-0.0112,-0.31363,-0.04427,0,0,,0.9999204016,0.0000795984,0.0041494861,-0.004149486,0,7,7,0.0041494861,0.9958505139,0,0
3054,-0.0835,-0.03454,0.87684,0.0117,0.00691,-0.0171,0.59325,0.05488,-0.30532,-0.15436,-0.01234,-0.00695,0.01197,-0.37848,-0.0725,-0.00897,0.00164,0.04902,-0.01635,-0.40827,0.00326,0.06531,0.21783,-0.38257,-0.01,-0.00858,-1.41808,-0.02192,-0.00278,-0.02409,0.10952,1.07296,-0.53991,0.3077,-0.03448,0.01923,-0.0239,-0.14039,-0.00727,-0.01421,-0.01224,-0.0208,0.00381,-0.268,-0.00001,-0.23932,0.00955,0.27763,-0.18969,-0.02347,0.0096,-0.00711,-0.11313,0.00904,0.00238,-0.0093,-0.02094,-0.04544,0.93471,-0.01613,0.03114,-0.0154,0,0,,0.9959827057,0.0040172943,0.0228895262,-0.022889526,0,3,3,0.0228895262,0.9771104738,0,0
3058,-0.06882,0.10498,-0.6649,-0.20154,0.82192,-0.01707,0.98338,-0.12185,-0.28066,-0.16293,-0.01246,-0.00663,0.05442,-0.46346,-0.54312,-0.00867,0.00144,-0.01374,-0.01689,-0.31661,0.00514,-0.03633,-0.24204,-0.44283,-0.00991,-0.02302,-0.54163,-0.01788,-0.00154,-0.01496,-0.34285,0.36603,-0.32357,0.68044,-0.02394,-0.13219,-0.0123,-0.1472,-0.00718,-0.01029,-0.01325,-0.01178,0.00386,-0.19509,-0.02226,-0.14765,0.01556,-0.26279,1.8549,-0.01446,-0.02392,-0.02187,-0.13274,0.00927,0.00748,-0.00926,-0.02209,-0.04212,-0.16593,-0.00965,-0.36627,0.01432,0,0,,0.997814158,0.002185842,0.0155015875,-0.015501587,0,4,4,0.0155015875,0.9844984125,0,0
3059,0.05807,-0.07453,0.64701,0.00028,0.00787,0.03091,-0.33657,0.08082,0.21289,0.03453,-0.01125,0.02285,-0.01727,0.17591,0.30872,0.02036,0.0289,-0.05221,-0.01616,0.2486,0.02577,0.02877,0.30666,0.09778,-0.00996,-0.01322,1.46019,-0.02505,0.02525,-0.02455,0.16057,-0.52947,0.2724,0.33703,0.03703,0.01286,0.02389,-0.05191,-0.00743,0.01899,-0.01756,-0.01015,0.00538,0.08317,-0.0356,0.3338,0.04252,0.54198,-0.34815,-0.02393,0.00061,-0.0134,0.92324,0.01005,0.01236,-0.01021,-0.0234,-0.0305,-0.19771,-0.01689,0.14031,-0.02387,0,0,,0.9990664082,0.0009335918,0.0017211534,-0.001721153,0,10,10,0.0017211534,0.9982788466,0,0
3060,-0.15243,0.09326,-0.9842,-0.22689,0.00607,-0.00807,-0.39851,-0.11924,-0.60511,-0.20193,-0.01244,-0.02126,0.13492,-0.50127,-0.52256,-0.02307,-0.0201,0.01381,-0.01628,-0.34921,-0.0163,-0.03015,-0.19036,-0.48227,-0.00999,-0.02391,0.72638,-0.00871,-0.02667,-0.00211,-0.52339,-0.67023,-0.38669,-0.46653,-0.03409,-0.09143,-0.01199,-0.10808,-0.00729,-0.009,-0.00749,-0.01012,0.00348,-0.20996,-0.01233,-0.30506,-0.00478,-0.46041,1.18941,-0.00144,-0.03539,-0.02337,-0.25802,0.00916,-0.01722,-0.00932,-0.00804,-0.04416,-0.19824,-0.00021,-0.52752,-0.03753,0,0,,0.9997093235,0.0002906765,0.0013009649,-0.001300965,0,11,11,0.0013009649,0.9986990351,0,0
3063,0.03333,-0.07299,1.82136,0.23842,0.00814,0.05803,-0.37831,0.06615,0.08997,0.01157,-0.01198,0.01622,-0.0163,0.10234,0.28828,0.01384,0.01331,-0.06872,-0.01549,0.08566,0.01422,0.06725,0.2702,0.06471,-0.00998,0.02873,-0.47652,-0.02569,0.00873,-0.0284,1.0333,-0.56746,0.09276,1.65365,-0.02818,0.01284,0.00065,-0.11954,-0.00743,0.00087,-0.01776,-0.00772,0.0072,0.44307,-0.04205,0.15192,0.02682,1.19615,-0.47378,-0.02779,0.09136,0.02314,-0.02468,0.00946,0.01111,-0.00962,-0.0224,0.02999,-0.23247,-0.01938,0.89877,0.09136,0,0,,0.9999094494,0.0000905506,0.0002684208,-0.000268421,0,20,20,0.0002684208,0.9997315792,0,0
3071,-0.24678,0.10133,-0.3034,-0.13853,0.00749,-0.03067,-0.33558,-0.11943,-0.97432,-0.46415,-0.01548,-0.04117,-0.05905,-0.72041,-0.53688,-0.04267,-0.06699,-0.05468,-0.01555,-0.06263,-0.05578,-0.06756,-0.19083,-0.69223,-0.00995,-0.02032,1.65657,-0.00142,-0.07636,-0.02028,-0.16349,-0.64747,-0.07073,-0.6949,-0.03465,0.05914,0.03229,-0.05691,-0.00728,0.02555,-0.01903,-0.01131,-0.00074,-0.05749,-0.03654,0.16165,0.05041,-0.7479,-0.75256,-0.01965,-0.03944,-0.0191,0.14321,0.01006,-0.045,-0.01022,0.0469,-0.02815,-0.17606,-0.01399,-0.16846,-0.04463,0,0,,0.999839299,0.000160701,0.0010766646,-0.001076665,0,12,12,0.0010766646,0.9989233354,0,0
3073,-0.06535,-0.08853,0.14256,0.09656,0.00767,-0.01605,-0.53347,0.12326,-0.23935,-0.10583,-0.00997,-0.00586,-0.01558,0.05709,0.5275,-0.0079,0.00796,-0.01014,-0.01496,-0.25388,0.01112,-0.06913,0.39041,0.10743,-0.0099,-0.01861,-0.33507,-0.01994,0.0108,-0.02564,0.30799,0.51058,-0.60089,-0.76882,-0.03425,0.07132,-0.04108,-0.04351,-0.00743,0.00492,-0.01426,-0.01342,0.004,0.0151,-0.02168,-0.34998,-0.02018,-0.13694,-1.10685,-0.02502,-0.01559,-0.01805,-0.09084,0.00871,0.00344,-0.0095,-0.02134,-0.04249,-0.12275,-0.01715,0.18483,-0.04492,0,0,,0.9994212387,0.0005787613,0.0018612033,-0.001861203,0,10,10,0.0018612033,0.9981387967,0,0
3084,0.15359,-0.02805,-0.37544,-0.17138,0.00721,-0.01605,0.44369,0.04665,0.74903,0.13538,-0.00952,0.04528,-0.01912,0.37585,-0.11454,0.04245,0.05434,-0.05766,-0.01474,0.76791,0.04466,0.05391,0.22177,0.28195,-0.00952,-0.02048,0.02032,-0.02174,0.05714,-0.02209,-0.05855,0.67516,0.83279,0.16481,-0.0339,0.01913,0.06412,-0.04529,-0.00744,0.05098,-0.02394,-0.01602,0.00766,-0.10227,-0.03735,0.54957,0.05839,-0.33311,-0.1883,-0.02147,-0.01977,-0.01918,-0.113,0.01074,0.02162,-0.01073,-0.02025,-0.02432,-0.0121,-0.01559,-0.03088,-0.03517,0,0,,0.9989278404,0.0010721596,0.0024782744,-0.002478274,0,9,9,0.0024782744,0.9975217256,0,0
3089,-0.0235,0.07016,-1.13547,-0.26276,0.00652,0.01771,-0.22965,-0.08588,-0.09321,-0.10031,-0.00979,0.00634,-0.00512,-0.24547,-0.47627,0.00411,0.02669,-0.06294,-0.00934,0.00401,0.02153,0.00058,-0.10747,-0.24917,-0.00995,-0.0234,-0.06443,-0.00877,0.02291,-0.00852,-0.45881,-0.63797,0.00274,-0.50401,-0.03451,-0.01567,0.03115,-0.11389,-0.00739,0.02466,-0.0201,-0.01112,0.00637,-0.18225,-0.03928,-0.13686,0.01254,-0.69803,0.20291,-0.00786,-0.03605,-0.02242,-0.17791,0.01134,0.01421,-0.0115,-0.00111,-0.01237,-0.17997,-0.00762,-0.41843,-0.04301,0,0,,0.9997240946,0.0002759054,0.0008414302,-0.00084143,0,13,13,0.0008414302,0.9991585698,0,0
3099,0.03018,-0.01521,0.6823,-0.02647,0.00768,0.06199,-0.34905,0.0163,0.10495,-0.02939,-0.01128,0.01703,-0.01353,-0.04295,-0.18742,0.01463,0.02065,-0.0405,-0.01673,0.30763,0.01913,0.07818,0.14638,-0.07066,-0.00996,-0.01132,0.30794,-0.02205,0.01651,-0.02425,0.12597,-0.57592,0.33749,0.59142,-0.03362,0.003,0.02222,-0.14464,-0.00743,0.01769,-0.01558,-0.00995,0.00453,0.00587,-0.03125,0.21906,0.03391,0.07508,-0.10919,-0.02362,-0.00356,-0.01098,0.05216,0.00988,0.01305,-0.01004,-0.01906,-0.03689,-0.20117,-0.01661,0.09618,-0.01392,0,0,,0.9998314526,0.0001685474,0.0003342455,-0.000334245,0,19,19,0.0003342455,0.9996657545,0,0
3100,-0.00852,0.0939,0.16177,0.21481,0.0344,-0.01014,-0.88621,-0.10782,-0.10977,0.1338,-0.00902,0.00372,0.01918,-0.40425,-0.52375,0.00153,0.0564,-0.07154,-0.01699,-0.1182,0.06027,-0.03451,-0.20249,-0.37899,-0.00957,-0.01863,-0.70006,0.01647,0.05439,-0.02211,-0.05025,-0.49232,-0.24681,-1.10585,-0.03457,0.00282,0.03615,0.54541,-0.0073,0.05303,-0.01985,-0.00947,0.04369,0.44463,-0.04305,0.04279,0.051,-0.73907,-1.23242,-0.02159,-0.03833,-0.02173,-0.10605,0.0102,0.02146,-0.01003,0.01606,0.13463,-0.20871,-0.01531,-0.06004,-0.04783,0,0,,0.9996946961,0.0003053039,0.0044771616,-0.004477162,0,7,7,0.0044771616,0.9955228384,0,0
3109,-0.0171,-0.00992,-0.10404,-0.10386,0.00804,-0.01605,-0.81962,0.02369,-0.09104,-0.06071,-0.00734,0.0038,-0.00933,-0.17021,-0.21415,0.00161,0.04869,-0.03601,-0.01628,-0.11834,0.0468,-0.01559,0.10092,-0.14696,-0.00971,-0.01941,0.22954,-0.00369,0.05641,-0.00843,-0.45992,-0.31812,-0.32228,-1.04222,-0.0338,-0.00165,0.0108,-0.02782,-0.0074,0.04366,-0.00219,0.00347,0.00553,-0.0116,-0.02972,-0.1756,-0.0036,-0.45986,-0.62002,-0.00777,-0.02358,-0.0209,-0.07183,0.00971,0.0084,-0.0105,-0.02034,-0.03829,-0.30933,-0.0055,-0.45949,-0.04687,0,0,,0.9989739809,0.0010260191,0.0063394393,-0.006339439,0,6,6,0.0063394393,0.9936605607,0,0
3113,-0.02247,0.0011,-0.47896,-0.18244,0.00727,0.01422,-0.31709,-0.00274,-0.14545,-0.05255,-0.01029,0.00353,0.00655,-0.35157,-0.26453,0.00134,0.04075,-0.0541,-0.01689,0.12477,0.0376,-0.00202,0.09908,-0.34635,-0.0099,-0.02097,-0.36032,-0.00167,0.03781,-0.0128,-0.39226,-0.6082,0.13588,-0.91276,-0.03457,0.04808,0.09902,-0.12843,-0.00739,0.0776,-0.01151,-0.00346,0.00642,-0.09589,-0.03617,0.27041,0.0874,-0.66073,-0.70428,-0.01215,-0.02924,-0.02008,-0.1248,0.0103,0.00876,-0.01046,-0.01104,-0.02875,-0.27216,-0.00916,-0.38022,-0.04691,0,0,,0.9998790916,0.0001209084,0.000785892,-0.000785892,0,14,14,0.000785892,0.999214108,0,0
3115,0.05942,0.1133,-0.03088,-0.1278,0.00715,0.00088,-0.05533,-0.1324,0.44429,-0.03101,-0.01051,0.01786,0.00028,-0.30638,-0.55668,0.01545,0.03794,-0.03311,-0.0153,0.36214,0.03844,0.05709,-0.23308,-0.28979,-0.00988,-0.01847,1.23621,-0.00837,0.03483,-0.01123,-0.4169,-0.30354,2.1804,-0.31198,-0.03453,0.00863,0.21907,-0.09899,-0.00739,0.04554,-0.01262,-0.008,0.0051,-0.08103,-0.02219,0.38297,0.05956,-0.54622,-0.04607,-0.01075,-0.03835,-0.01714,-0.12723,0.01371,0.00217,-0.01357,0.04621,-0.03903,-0.22895,-0.01194,-0.28246,-0.03691,0,0,,0.9982566592,0.0017433408,0.0230871509,-0.023087151,0,3,3,0.0230871509,0.9769128491,0,0
3117,-0.03063,0.0799,0.16119,-0.07675,0.00785,0.0161,-0.16969,-0.09008,0.00854,-0.09516,-0.01172,0.00185,0.02656,-0.42325,-0.49679,-0.00032,0.01704,-0.05331,-0.01567,0.00459,0.0178,-0.00038,-0.16208,-0.41356,-0.00988,-0.01766,-0.5753,-0.01548,0.02663,-0.01963,-0.19424,-0.13708,-0.08628,-0.42125,-0.0345,0.03288,0.01749,0.17089,-0.00733,0.02096,-0.02285,-0.01556,0.00489,0.02234,-0.03615,0.17539,0.0435,-0.5207,-0.38155,-0.01899,-0.03325,-0.01635,-0.10152,0.00984,0.01333,-0.00977,0.01275,-0.02952,-0.03709,-0.0134,-0.20712,-0.03899,0,0,,0.9994736267,0.0005263733,0.0206250175,-0.020625018,0,3,3,0.0206250175,0.9793749825,0,0
3118,0.1612,0.02884,-0.36256,-0.17307,0.00681,-0.01605,-0.10147,-0.0254,0.4585,0.0323,-0.01014,0.03314,-0.00929,-0.17094,-0.367,0.0305,0.06179,-0.00826,-0.01369,-0.40317,0.06567,0.03111,-0.07612,-0.12999,-0.00999,-0.02035,0.68356,-0.01376,0.12658,-0.01323,-0.3839,-0.05952,-0.44024,-0.35606,-0.03443,-0.00019,-0.01778,-0.14983,0.12532,-0.01395,-0.01214,-0.01149,0.00522,-0.18048,-0.01506,-0.07774,0.01891,-0.4382,0.05639,-0.01258,-0.02582,-0.01912,-0.08373,0.01166,0.03143,-0.01171,-0.0139,-0.04267,-0.17231,-0.01083,-0.32747,-0.03889,0,0,,0.9995702429,0.0004297571,0.0014353159,-0.001435316,0,11,11,0.0014353159,0.9985646841,0,0
3123,-0.08369,0.06775,-0.17771,-0.16685,0.00735,0.02259,-0.4033,-0.07648,-0.36489,-0.16575,-0.01256,-0.00831,0.02761,-0.42553,-0.47091,-0.01031,-0.00031,-0.05695,-0.01676,-0.27516,0.00302,0.02035,-0.08411,-0.40938,-0.00999,-0.01754,-0.81641,-0.0243,-0.0057,-0.02475,0.18417,-0.66302,-0.30505,2.32659,-0.03286,-0.07603,-0.01433,-0.03657,-0.00731,-0.01082,-0.02533,-0.0176,0.00382,-0.10936,-0.03787,-0.19724,0.01561,-0.2167,1.08406,-0.02413,-0.01701,-0.01637,-0.1183,0.00909,0.00261,-0.00924,-0.01768,-0.02536,0.10918,-0.01663,0.09984,0.03481,0,0,,0.9999291027,0.0000708973,0.0004716076,-0.000471608,0,17,17,0.0004716076,0.9995283924,0,0
3124,0.04778,-0.03172,-0.6589,-0.20988,0.00724,0.04339,-0.37553,0.03769,-0.0806,-0.09075,-0.01115,0.00702,-0.01188,-0.10222,-0.09123,0.00478,0.01762,-0.06168,-0.01524,-0.07418,0.02858,0.02376,0.19952,0.02783,-0.00997,-0.02169,0.53842,-0.021,0.01329,-0.02027,-0.16434,-0.62362,-0.08346,0.04808,-0.03209,-0.00872,0.00743,-0.12811,-0.00741,0.00615,-0.02081,-0.01206,0.00697,-0.12887,-0.03944,-0.10265,0.01719,-0.34031,0.05442,-0.01963,-0.0213,-0.02096,-0.15559,0.0095,0.01348,-0.00966,-0.02235,-0.01617,-0.15954,-0.01362,-0.19317,-0.03694,0,0,,0.9998681176,0.0001318824,0.0004179734,-0.000417973,0,18,18,0.0004179734,0.9995820266,0,0
3125,0.01453,0.19643,-0.46143,-0.18966,0.00635,-0.07102,0.85635,-0.23768,-0.00002,-0.12959,-0.01211,0.00882,0.03533,-0.43986,-0.65862,0.00655,0.01413,0.03344,-0.01553,-0.00069,0.01703,-0.05108,-0.50794,-0.42252,-0.00958,-0.01966,-0.50177,-0.01385,0.01063,-0.01256,-0.39664,0.03058,0.19861,0.55908,-0.03435,-0.16161,0.01526,-0.14001,-0.00725,0.00409,-0.01049,-0.01644,0.004,-0.24878,-0.00338,0.21397,0.03376,-0.38737,1.96529,-0.01191,-0.07769,-0.02486,-0.12455,0.0098,-0.03198,-0.0097,-0.04816,-0.04498,0.01465,-0.00847,-0.39838,0.0522,0,0,,0.9837090921,0.0162909079,0.061476467,-0.061476467,0,1,1,0.061476467,0.938523533,0,0
3126,0.24248,-0.12023,1.03207,0.37358,0.00811,0.05024,-0.28064,0.1621,0.92857,0.81435,-0.00962,0.06144,-0.02343,2.09427,1.45335,0.05836,0.06537,-0.05173,-0.01444,0.8453,0.056,0.05953,0.50858,1.78894,-0.00993,-0.01209,0.03287,-0.02807,0.0639,-0.02861,1.13037,-0.15504,0.93027,0.3185,-0.0298,0.07933,0.06395,0.26551,-0.00745,0.05024,-0.02153,-0.01442,0.00738,0.45473,-0.03492,0.812,0.07084,1.56013,-1.0174,-0.028,0.0064,-0.01074,0.0234,0.01076,0.01991,-0.01091,-0.02294,-0.03089,-0.0882,-0.01979,1.17145,-0.02804,0,0,,0.9997576497,0.0002423503,0.0004261424,-0.000426142,0,17,17,0.0004261424,0.9995738576,0,0
3130,0.25089,-0.06286,0.34304,0.12622,0.00749,0.04247,-0.31619,0.00654,0.96388,0.85156,-0.00994,0.06335,-0.0216,0.92462,0.16879,0.06024,0.05192,-0.04214,-0.01281,1.06509,0.04516,0.04538,0.12213,0.79308,-0.00993,-0.01749,0.86148,-0.02445,0.04964,-0.02961,1.7921,-0.38229,1.17259,0.87016,-0.03452,0.01921,0.05679,-0.11917,-0.00745,0.04466,-0.02474,-0.01935,0.00578,-0.04099,-0.03146,0.81963,0.05957,-0.17101,-1.02329,-0.029,-0.02487,-0.01951,0.17864,0.01032,0.03531,-0.01047,-0.01599,-0.03628,0.37418,-0.02037,1.74954,-0.02967,0,0,,0.9998482655,0.0001517345,0.0002728436,-0.000272844,0,20,20,0.0002728436,0.9997271564,0,0
3134,0.23746,-0.03283,0.99143,0.01477,0.00685,-0.01605,0.77179,0.05271,0.9053,0.18942,-0.00999,0.0592,-0.01949,0.42983,-0.08396,0.05616,0.05734,0.04089,-0.01513,0.88597,0.05034,0.06082,0.21279,0.34189,-0.00662,-0.00473,-1.40892,-0.0224,0.05601,-0.0233,0.03411,1.00627,0.91978,0.47829,-0.03426,0.01253,0.05576,-0.10256,-0.00744,0.0462,-0.01369,-0.02102,0.00442,-0.2453,0.00217,0.83688,0.06735,0.35426,-0.09889,-0.02267,0.02044,-0.00321,-0.11176,0.01057,0.02775,-0.01079,-0.02141,-0.04521,1.10428,-0.01629,0.05207,-0.00393,0,0,,0.9991181281,0.0008818719,0.0064202381,-0.006420238,0,6,6,0.0064202381,0.9935797619,0,0
3138,0.01243,0.06506,-0.11025,-0.16315,0.00733,-0.01605,2.03671,-0.07129,0.14349,-0.12272,-0.01233,0.00735,0.01016,-0.37037,-0.46482,0.00511,0.00802,-0.04897,-0.01493,0.14661,0.01181,-0.02385,-0.21215,-0.34283,-0.00987,-0.01586,-1.04305,-0.02258,0.00692,-0.02255,-0.02633,1.05247,0.16323,1.68684,-0.03131,-0.08411,0.00217,-0.12022,-0.00737,0.00197,-0.02053,-0.01381,0.00434,-0.11743,-0.03471,0.28035,0.03069,-0.15734,1.2112,-0.02192,-0.00883,-0.0145,-0.11974,0.00955,0.01864,-0.00954,-0.0204,-0.03288,-0.11027,-0.01526,-0.06466,0.03793,0,0,,0.9963057558,0.0036942442,0.0151618865,-0.015161886,0,4,4,0.0151618865,0.9848381135,0,0
3140,-0.07364,-0.03471,-0.20675,-0.11943,0.00768,-0.00994,-0.39869,0.00169,-0.33724,-0.14413,-0.00852,-0.00682,-0.014,-0.02318,-0.07135,-0.00885,0.00618,-0.0498,-0.01638,-0.22077,0.00814,-0.03549,0.11008,0.01771,-0.00997,-0.01991,0.74262,-0.01183,0.00117,-0.01845,-0.24213,-0.64575,-0.24508,-0.76104,-0.0344,0.01788,0.01305,-0.14279,-0.00742,0.01054,-0.01004,-0.00261,0.00413,-0.03387,-0.03527,-0.52853,-0.04981,-0.44922,-0.70031,-0.01781,-0.02717,-0.02055,-0.03395,0.00916,0.00344,-0.00932,-0.01552,-0.03232,-0.27814,-0.01208,-0.27644,-0.0452,0,0,,0.9998847468,0.0001152532,0.0004373973,-0.000437397,0,17,17,0.0004373973,0.9995626027,0,0
3141,-0.06421,0.23016,1.86945,1.11129,-0.00103,-0.07294,-0.04366,-0.2804,-0.13821,-0.09101,-0.0123,-0.00593,0.12641,-0.49917,-0.68799,-0.00798,0.00437,0.10539,-0.01435,-0.3255,0.00815,-0.11664,-0.59506,-0.48029,-0.00997,0.00089,-0.37228,-0.00055,0.01382,-0.02902,1.35643,-0.28422,-0.36246,-0.30083,-0.03472,0.09389,-0.01084,-0.14358,-0.00689,-0.00797,-0.00098,-0.01796,0.00385,-0.03837,0.02133,-0.09903,0.01705,-0.54479,-1.2018,-0.02841,-0.06857,0.0025,-0.00411,0.0093,-0.00202,-0.0091,-0.10511,-0.04644,0.14795,-0.01979,1.16995,-0.02673,0,0,,0.9960952291,0.0039047709,0.014600041,-0.014600041,0,4,4,0.014600041,0.985399959,0,0
3144,0.18241,0.01971,0.10805,-0.1068,0.00782,-0.01605,0.09468,-0.01385,0.71534,0.11608,-0.00892,0.04539,-0.01642,0.11092,-0.33654,0.04255,0.06833,-0.06133,-0.01383,0.73332,0.06145,0.08956,-0.11463,0.08869,-0.00935,-0.01754,-0.52332,-0.01861,0.07213,-0.01912,-0.2159,0.16912,0.2634,-0.16866,-0.03413,0.01202,0.03888,-0.0425,-0.00743,0.06487,-0.01611,-0.00716,0.0108,0.00443,-0.03904,0.58925,0.07141,-0.30257,-0.09202,-0.01848,-0.02063,-0.0162,-0.1015,0.01025,0.03176,-0.01098,-0.01404,-0.01711,-0.23893,-0.01334,-0.21074,-0.03439,0,0,,0.9993886673,0.0006113327,0.0028245357,-0.002824536,0,8,8,0.0028245357,0.9971754643,0,0
3145,-0.04422,0.01998,-0.58732,-0.19997,0.00588,-0.01605,-0.51104,-0.01419,-0.17596,-0.13323,-0.01114,-0.00079,0.01219,-0.37942,-0.3375,-0.00292,0.01897,0.05137,-0.01565,-0.22136,0.01905,-0.01586,-0.07162,-0.36851,-0.00981,-0.02143,1.6418,-0.00709,0.01473,-0.00223,-0.5208,-0.20013,-0.00171,-0.74739,-0.03435,-0.01707,0.04513,-0.14664,-0.00732,0.00838,-0.00153,-0.00987,0.004,-0.22723,0.00522,-0.0663,0.02048,-0.41028,0.30242,-0.00176,-0.02435,-0.02014,-0.12723,0.01037,0.00681,-0.0106,-0.01797,-0.0455,-0.20248,-0.00223,-0.50582,-0.043,0,0,,0.995625428,0.004374572,0.0114888591,-0.011488859,0,4,4,0.0114888591,0.9885111409,0,0
